Округ,Ближайшая станция метро,Время до метро,Метро рядом,Застройщик,ЖК,Класс,Тип квартиры,Этаж,Этажей в доме,Отделка,Количество комнат,Площадь квартиры,Жилая площадь,Площадь кухни,Тип дома,Парковка,Год сдачи,Цена
 ЗАО,Фили,5,3,ПИК,«Западный порт»,Бизнес,квартира,11,20,Предчистовая,3,73.7,46.1,13.0,"Панельный, монолитный","Подземная, гостевая",2022,31 754 990
 САО,Белорусская,7,3,GloraX,«Глоракс Премиум Белорусская (GloraX Premium Белорусская)»,Премиум,апартаменты,4,21,Неизвестно,2,75.3,29.6,25.4,Монолитный,"Подземная, гостевая",2024,33 269 999
 ЗАО,Фили,4,3,ПИК,«Западный порт»,Бизнес,квартира,2,20,Без отделки,3,96.8,40.2,20.6,"Панельный, монолитный","Подземная, гостевая",2021,33 729 960
,,,0,,,,,,,,,,,,,,,
 ЮВАО,Нижегородская,12,2,ПИК,«Перовское 2»,Комфорт,Студия,27,33,Чистовая,,19.97,9.9,5.1,"Панельный, монолитный","Отдельная многоуровневая, гостевая",2024,6 962 736
 СЗАО,Пятницкое шоссе,4,3,ПИК,«Митинский лес»,Комфорт,квартира,2,19,Чистовая,1,32.2,9.4,14.7,Монолитный,Гостевая,2025,7 593 887
 СЗАО,Пятницкое шоссе,4,3,,,,квартира,10,32,Чистовая,1,35.9,11.0,17.2,,,2025,8 205 411
 НАО (Новомосковский),Бунинская аллея,5,3,ПИК,«Бунинские луга»,Комфорт,квартира,2,17,Чистовая,2,32.6,19.9,5.7,"Панельный, монолитный","Отдельная многоуровневая, гостевая",2025,8 241 377
 НАО (Новомосковский),Улица Скобелевская,5,3,А101,«Скандинавия»,Комфорт,квартира,4,14,Без отделки,2,38.2,12.0,16.1,"Монолитно-кирпичный, монолитный","Подземная, гостевая",2024,9 477 319
,,,0,,,,,,,,,,,,,,,
 ЮВАО,Нижегородская,3,3,ПИК,«Новохохловская 15»,Комфорт,квартира,33,33,Чистовая,1,32.6,9.4,16.3,Монолитный,"Подземная, гостевая",2023,10 862 287
 ЮВАО,Нижегородская,12,2,ПИК,«Перовское 2»,Комфорт,квартира,11,33,Чистовая,1,42.24,14.6,18.4,"Панельный, монолитный","Отдельная многоуровневая, гостевая",2024,11 262 873
 ВАО,Сокольники,3,2,ПИК,«Сокольнический вал 1»,Комфорт,апартаменты,3,21,Чистовая,2,57.1,22.1,21.1,Монолитный,-,2023,12 338 739
 ВАО,Бульвар Рокоссовского,4,3,3SGroup,«Талисман на Рокоссовского»,Бизнес,квартира,6,29,Без отделки,2,42.9,25.9,5.5,Монолитно-кирпичный,"Подземная, гостевая",2023,12 655 500
 ВАО,Сокольники,2,3,,«Апартаменты Берег Яузы»,,апартаменты,5,9,Без отделки,2,37.0,,,,,2022,12 950 000
 ЗАО,Фили,8,3,ПИК,«Барклая 6»,Бизнес,квартира,2,32,Предчистовая,2,38.4,24.3,6.2,Монолитный,"Подземная, гостевая",2025,13 438 656
 САО,Хорошёво,3,3,ГК МИЦ,«Сити-комплекс Мята»,Бизнес,апартаменты,3,22,Без отделки,2,44.3,20.7,10.8,Монолитный,"Подземная, гостевая",2023,13 529 220
 ВАО,Сокольники,3,2,ПИК,«Сокольнический вал 1»,Комфорт,апартаменты,19,21,Чистовая,2,52.1,26.7,16.7,Монолитный,-,2023,13 895 070
 ЮАО,Шаболовская,4,3,СЗ Логос,«Logos (Логос)»,Премиум,Апартаменты-студия,2,13,Предчистовая,,30.2,13.7,8.0,Монолитно-кирпичный,Подземная,2024,14 822 982
 СВАО,Балтийская,14,2,ГК Основа,«VERY (Вери)»,Бизнес,Студия,12,31,Черновая,,39.73,30.1,4.7,Монолитно-кирпичный,"Подземная, гостевая",2024,16 209 840
 ВАО,Бульвар Рокоссовского,4,3,3SGroup,«Талисман на Рокоссовского»,Бизнес,квартира,25,29,Без отделки,2,36.62,22.5,5.1,Монолитно-кирпичный,"Подземная, гостевая",2023,16 680 000
,,,0,,,,,,,,,,,,,,,
 ЮВАО,Лефортово,4,3,ДОНСТРОЙ,«Символ»,Бизнес,квартира,8,27,Без отделки,1,43.5,18.3,14.5,"Монолитно-кирпичный, монолитный","Подземная, гостевая",2025,17 891 550
 ЦАО,Красные ворота,7,3,ГК Основа,«RED7»,Премиум,Апартаменты-студия,5,19,Чистовая,,27.23,15.0,3.0,Монолитно-кирпичный,"Подземная, гостевая",2023,18 900 000
 ВАО,Бульвар Рокоссовского,3,3,,«SELF (Сэлф)»,,квартира,5,19,Без отделки,2,61.7,,,,,2024,19 299 827
 ЗАО,Багратионовская,8,3,ПИК,«Барклая 6»,Бизнес,квартира,30,32,Предчистовая,2,58.3,25.7,22.4,Монолитный,"Подземная, гостевая",2025,19 737 581
 СЗАО,Сходненская,3,3,ГК ФСК,«Sky Garden (Скай Гарден)»,Бизнес,квартира,27,30,Предчистовая,2,55.9,24.4,13.6,Монолитный,"Подземная, гостевая",2025,20 051 330
 САО,Зорге,13,3,ГК ФСК,«Рихард»,Бизнес,квартира,2,27,Без отделки,2,46.4,27.1,9.1,Монолитный,"Подземная, гостевая",2022,20 457 725
,,,0,,,,,,,,,,,,,,,
 СВАО,Бабушкинская,5,3,ПИК,«Кольская 8»,Комфорт,квартира,7,24,Чистовая,3,82.4,42.0,19.2,"Панельный, монолитный","Подземная, гостевая",2025,20 923 264
,,,0,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,
 ЗАО,Багратионовская,8,3,ПИК,«Барклая 6»,Бизнес,квартира,3,32,Предчистовая,3,85.9,35.7,23.8,Монолитный,"Подземная, гостевая",2025,25 530 853
 ЦАО,Красные ворота,7,3,ГК Основа,«RED7»,Премиум,Апартаменты-студия,5,19,Чистовая,,33.78,22.2,3.0,Монолитно-кирпичный,"Подземная, гостевая",2023,27 699 600
 ЗАО,Багратионовская,9,3,ПИК,«Барклая 6»,Бизнес,квартира,4,12,Чистовая,3,97.2,47.1,25.5,Монолитный,"Подземная, гостевая",2024,29 224 835
 САО,Белорусская,7,3,GloraX,«Глоракс Премиум Белорусская (GloraX Premium Белорусская)»,Премиум,апартаменты,2,21,Неизвестно,2,73.09,29.4,25.0,Монолитный,"Подземная, гостевая",2024,29 699 999
 ЗАО,,,0,Sezar Group,«Клубный дом Full House»,Бизнес,квартира,2,25,Без отделки,2,70.9,38.1,16.0,Монолитно-кирпичный,"Подземная, гостевая",2024,30 628 800
 ЗАО,,,0,Sezar Group,«Клубный дом Full House»,Бизнес,квартира,14,25,Без отделки,2,67.0,30.2,16.2,Монолитно-кирпичный,"Подземная, гостевая",2024,30 873 600
 ЗАО,,,0,Sezar Group,«Клубный дом Full House»,Бизнес,квартира,2,25,Без отделки,2,74.8,32.1,18.2,Монолитно-кирпичный,"Подземная, гостевая",2024,32 313 600
 ЮЗАО,Новоясеневская,5,3,,«LES (Лес)»,,апартаменты,6,14,Предчистовая,3,106.52,,,,,2023,32 714 494
 САО,Речной вокзал,6,3,,«Фестиваль парк-2»,,апартаменты,2,35,Предчистовая,3,90.2,58.9,8.3,,,2023,34 023 530
 ЮВАО,Нижегородская,11,2,ПИК,«Перовское 2»,Комфорт,Студия,25,26,Чистовая,,19.97,9.9,5.1,"Панельный, монолитный","Отдельная многоуровневая, гостевая",2024,6 621 712
,,,0,,,,,,,,,,,,,,,
 СЗАО,Пятницкое шоссе,5,3,ПИК,«Митинский лес»,Комфорт,квартира,12,19,Чистовая,1,32.4,12.5,10.6,Монолитный,Гостевая,2025,7 817 763
 ЮВАО,Нижегородская,12,2,ПИК,«Перовское 2»,Комфорт,квартира,2,33,Чистовая,1,34.26,13.9,10.6,"Панельный, монолитный","Отдельная многоуровневая, гостевая",2024,9 533 016
,,,0,,,,,,,,,,,,,,,
 ЮЗАО,Щербинка,2,3,ПИК,«Никольские луга»,Комфорт,квартира,12,17,Чистовая,2,52.2,24.1,17.8,Панельный,Отдельная многоуровневая,2024,9 558 498
,,,0,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,
 ЮЗАО,Бульвар Адмирала Ушакова,5,3,А101,«Южные сады»,Комфорт,квартира,18,30,Без отделки,2,40.4,13.4,17.4,Монолитный,"Подземная, гостевая",2025,10 747 811
,,,0,,,,,,,,,,,,,,,
 НАО (Новомосковский),Бунинская аллея,5,3,ПИК,«Бунинские луга»,Комфорт,квартира,13,17,Чистовая,2,50.7,24.7,16.4,"Панельный, монолитный","Отдельная многоуровневая, гостевая",2025,12 335 766
 НАО (Новомосковский),Саларьево,6,3,А101,«Испанские кварталы»,Комфорт,квартира,6,9,Чистовая,2,38.2,11.3,15.8,"Монолитно-кирпичный, монолитный","Подземная, гостевая",2023,12 613 773
 НАО (Новомосковский),Филатов Луг,4,3,А101,«Прокшино»,Бизнес,квартира,12,16,Без отделки,2,39.4,12.1,17.0,Монолитный,"Подземная, гостевая",2024,13 339 543
,,,0,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,
 СЗАО,Волоколамская,2,3,MR Group,«City Bay (Сити Бэй)»,Бизнес,квартира,11,53,Предчистовая,2,53.9,,,Монолитный,Подземная,2025,16 137 196
,,,0,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,
 СЗАО,Трикотажная,6,3,СК Резиденс,«ÁLIA (АЛИЯ)»,Бизнес,квартира,15,25,Черновая,1,47.4,,,Монолитно-кирпичный,"Подземная, гостевая",2023,18 481 260
 СВАО,Бутырская,3,3,ПИК,«Руставели 14»,Комфорт,квартира,21,32,Предчистовая,3,57.1,36.0,5.1,"Панельный, монолитный","Подземная, гостевая",2023,19 331 319
