Округ,Ближайшая станция метро,Время до метро,Метро рядом,Застройщик,ЖК,Класс,Тип квартиры,Этаж,Этажей в доме,Отделка,Количество комнат,Площадь квартиры,Жилая площадь,Площадь кухни,Тип дома,Парковка,Год сдачи,Цена,Цена за 1 кв.м
 ВАО,Бульвар Рокоссовского,3.0,3,ПИК,«Открытый парк»,Комфорт,квартира,4.0,33.0,Чистовая,2.0,46.2,21.7,15.2,Монолитный,"Отдельная многоуровневая, гостевая",2024.0,11488184,248661.99134199132
 ЮАО,Царицыно,3.0,3,ПИК,«Кавказский бульвар 51»,Комфорт,квартира,8.0,33.0,Чистовая,3.0,72.3,32.7,26.5,Монолитный,"Подземная, отдельная многоуровневая",2025.0,15095743,208793.12586445367
 ВАО,Бульвар Рокоссовского,3.0,3,,«SELF (Сэлф)»,,квартира,2.0,19.0,Без отделки,2.0,54.7,20.333629300776895,11.724697336561748,,,2024.0,16626410,303956.30712979886
 ЗАО,Мичуринский проспект,4.0,3,ПИК,«Матвеевский парк»,Комфорт,квартира,19.0,34.0,Чистовая,4.0,73.72,50.8,7.3,Монолитный,"Подземная, гостевая",2024.0,20373175,276358.8578404775
 САО,Хорошёво,3.0,3,ГК МИЦ,«Сити-комплекс Мята»,Бизнес,апартаменты,12.0,22.0,Без отделки,3.0,72.7,39.2,13.4,Монолитный,"Подземная, гостевая",2023.0,20555925,282750.0
 САО,Окружная,12.0,3,ПИК,«Большая Академическая 85»,Комфорт,квартира,17.0,21.0,Чистовая,3.0,71.5,36.3,20.8,Панельный,"Отдельная многоуровневая, гостевая",2023.0,20756450,290300.0
 САО,Беговая,13.0,3,Э.К. Девелопмент,«Авиатика»,Комфорт,квартира,16.0,25.0,Чистовая,2.0,57.8,20.333629300776895,11.724697336561748,Панельный,Подземная,2022.0,24536100,424500.0
 ЗАО,Фили,3.0,3,ПИК,«Западный порт»,Бизнес,квартира,2.0,20.0,Без отделки,3.0,69.1,41.0,11.7,"Панельный, монолитный","Подземная, гостевая",2021.0,24924916,360707.90159189585
 ЗАО,Мичуринский проспект,4.0,2,ПИК,«Vangarden (Вангарден)»,Бизнес,квартира,7.0,21.0,Предчистовая,4.0,80.62,51.5,6.0,Монолитный,"Подземная, гостевая",2024.0,26055967,323194.8275862069
 ЮВАО,Нижегородская,12.0,2,ПИК,«Перовское 2»,Комфорт,Студия,2.0,33.0,Чистовая,1.0,23.58,11.6,5.9,"Панельный, монолитный","Отдельная многоуровневая, гостевая",2024.0,7185226,304716.9635284139
 ЮВАО,Нижегородская,4.0,3,ПИК,«Новохохловская 15»,Комфорт,Студия,14.0,33.0,Чистовая,1.0,20.0,9.8,5.1,Монолитный,"Подземная, гостевая",2023.0,7593180,379659.0
 НАО (Новомосковский),Бунинская аллея,5.0,3,,«Бунинские кварталы»,,квартира,2.0,8.0,Без отделки,2.0,40.4,13.6,16.6,,,2024.0,8810266,218075.89108910892
 СВАО,Алтуфьево,6.0,3,ПИК,«Полар»,Комфорт,квартира,23.0,32.0,Чистовая,1.0,35.1,11.4,16.3,Монолитный,"Подземная, гостевая",2025.0,9146358,260580.0
 СВАО,Бабушкинская,5.0,3,ПИК,«Кольская 8»,Комфорт,квартира,2.0,24.0,Чистовая,3.0,49.2,32.3,6.0,"Панельный, монолитный","Подземная, гостевая",2025.0,15051706,305928.98373983736
 ЮВАО,Лефортово,13.0,2,ПИК,«Красноказарменная 15»,Комфорт,квартира,3.0,26.0,Предчистовая,1.0,39.3,12.3,19.1,Монолитный,"Подземная, гостевая",2023.0,15841476,403090.99236641225
 ЗАО,Кунцевская,5.0,2,ГК Основа,«MainStreet (Мейнстрит)»,Бизнес,апартаменты,12.0,29.0,Неизвестно,1.0,42.6,13.3,12.1,Монолитный,"Подземная, гостевая",2022.0,16699200,392000.0
 ЗАО,Кунцевская,10.0,3,Велесстрой,«Shome (По ул. Кастанаевская 66)»,Бизнес,квартира,4.0,24.0,Предчистовая,1.0,37.6,24.1,11.724697336561748,Монолитный,Подземная,2021.0,17089200,454500.0
 ЗАО,Солнцево,4.0,3,ПИК,«Мещерский лес»,Комфорт,квартира,1.0,21.0,Чистовая,2.0,48.9,22.4,16.4,"Панельный, кирпичный","Подземная, отдельная многоуровневая",2022.0,17819160,364400.0
 СВАО,Бабушкинская,5.0,3,ГК ФСК,«The Lake (Лейк)»,Бизнес,квартира,8.0,16.0,Предчистовая,1.0,46.2,11.4,11.724697336561748,Монолитно-кирпичный,"Подземная, гостевая",2025.0,21353640,462200.0
 САО,Гражданская,10.0,3,РГ-Девелопмент,«Петровский парк II»,Бизнес,квартира,4.0,19.0,Без отделки,3.0,62.8,38.2,3.7,Монолитный,Подземная,2025.0,21980000,350000.0
 ЗАО,Фили,5.0,3,ПИК,«Западный порт»,Бизнес,квартира,19.0,20.0,Предчистовая,2.0,37.5,22.8,5.1,"Панельный, монолитный","Подземная, гостевая",2022.0,22564690,601725.0666666667
 ЗАО,Багратионовская,8.0,3,ПИК,«Барклая 6»,Бизнес,квартира,16.0,32.0,Предчистовая,3.0,85.4,35.6,23.8,Монолитный,"Подземная, гостевая",2025.0,25637983,300210.57377049176
 ЗАО,Фили,8.0,3,ПИК,«Барклая 6»,Бизнес,квартира,18.0,32.0,Предчистовая,3.0,85.4,35.6,23.8,Монолитный,"Подземная, гостевая",2025.0,28593378,334817.0725995316
 ЗАО,Фили,5.0,3,ПИК,«Западный порт»,Бизнес,квартира,11.0,20.0,Предчистовая,3.0,73.7,46.1,13.0,"Панельный, монолитный","Подземная, гостевая",2022.0,31754990,430868.24966078694
 САО,Белорусская,7.0,3,GloraX,«Глоракс Премиум Белорусская (GloraX Premium Белорусская)»,Премиум,апартаменты,4.0,21.0,Неизвестно,2.0,75.3,29.6,25.4,Монолитный,"Подземная, гостевая",2024.0,33269999,441832.6560424967
 ЗАО,Фили,4.0,3,ПИК,«Западный порт»,Бизнес,квартира,2.0,20.0,Без отделки,3.0,96.8,40.2,20.6,"Панельный, монолитный","Подземная, гостевая",2021.0,33729960,348450.0
 ЮВАО,Нижегородская,12.0,2,ПИК,«Перовское 2»,Комфорт,Студия,27.0,33.0,Чистовая,1.0,19.97,9.9,5.1,"Панельный, монолитный","Отдельная многоуровневая, гостевая",2024.0,6962736,348659.7896845268
 СЗАО,Пятницкое шоссе,4.0,3,ПИК,«Митинский лес»,Комфорт,квартира,2.0,19.0,Чистовая,1.0,32.2,9.4,14.7,Монолитный,Гостевая,2025.0,7593887,235834.99999999997
 СЗАО,Пятницкое шоссе,4.0,3,,,,квартира,10.0,32.0,Чистовая,1.0,35.9,11.0,17.2,,,2025.0,8205411,228562.98050139277
 НАО (Новомосковский),Бунинская аллея,5.0,3,ПИК,«Бунинские луга»,Комфорт,квартира,2.0,17.0,Чистовая,2.0,32.6,19.9,5.7,"Панельный, монолитный","Отдельная многоуровневая, гостевая",2025.0,8241377,252802.9754601227
 НАО (Новомосковский),Улица Скобелевская,5.0,3,А101,«Скандинавия»,Комфорт,квартира,4.0,14.0,Без отделки,2.0,38.2,12.0,16.1,"Монолитно-кирпичный, монолитный","Подземная, гостевая",2024.0,9477319,248097.3560209424
 ЮВАО,Нижегородская,3.0,3,ПИК,«Новохохловская 15»,Комфорт,квартира,33.0,33.0,Чистовая,1.0,32.6,9.4,16.3,Монолитный,"Подземная, гостевая",2023.0,10862287,333198.98773006134
 ЮВАО,Нижегородская,12.0,2,ПИК,«Перовское 2»,Комфорт,квартира,11.0,33.0,Чистовая,1.0,42.24,14.6,18.4,"Панельный, монолитный","Отдельная многоуровневая, гостевая",2024.0,11262873,266639.98579545453
 ВАО,Сокольники,3.0,2,ПИК,«Сокольнический вал 1»,Комфорт,апартаменты,3.0,21.0,Чистовая,2.0,57.1,22.1,21.1,Монолитный,-,2023.0,12338739,216090.0
 ВАО,Бульвар Рокоссовского,4.0,3,3SGroup,«Талисман на Рокоссовского»,Бизнес,квартира,6.0,29.0,Без отделки,2.0,42.9,25.9,5.5,Монолитно-кирпичный,"Подземная, гостевая",2023.0,12655500,295000.0
 ВАО,Сокольники,2.0,3,,«Апартаменты Берег Яузы»,,апартаменты,5.0,9.0,Без отделки,2.0,37.0,20.333629300776895,11.724697336561748,,,2022.0,12950000,350000.0
 ЗАО,Фили,8.0,3,ПИК,«Барклая 6»,Бизнес,квартира,2.0,32.0,Предчистовая,2.0,38.4,24.3,6.2,Монолитный,"Подземная, гостевая",2025.0,13438656,349965.0
 САО,Хорошёво,3.0,3,ГК МИЦ,«Сити-комплекс Мята»,Бизнес,апартаменты,3.0,22.0,Без отделки,2.0,44.3,20.7,10.8,Монолитный,"Подземная, гостевая",2023.0,13529220,305400.0
 ВАО,Сокольники,3.0,2,ПИК,«Сокольнический вал 1»,Комфорт,апартаменты,19.0,21.0,Чистовая,2.0,52.1,26.7,16.7,Монолитный,-,2023.0,13895070,266700.0
 ЮАО,Шаболовская,4.0,3,СЗ Логос,«Logos (Логос)»,Премиум,Апартаменты-студия,2.0,13.0,Предчистовая,2.0,30.2,13.7,8.0,Монолитно-кирпичный,Подземная,2024.0,14822982,490827.2185430464
 СВАО,Балтийская,14.0,2,ГК Основа,«VERY (Вери)»,Бизнес,Студия,12.0,31.0,Черновая,1.0,39.73,30.1,4.7,Монолитно-кирпичный,"Подземная, гостевая",2024.0,16209840,408000.00000000006
 ВАО,Бульвар Рокоссовского,4.0,3,3SGroup,«Талисман на Рокоссовского»,Бизнес,квартира,25.0,29.0,Без отделки,2.0,36.62,22.5,5.1,Монолитно-кирпичный,"Подземная, гостевая",2023.0,16680000,455488.8039322775
 ЮВАО,Лефортово,4.0,3,ДОНСТРОЙ,«Символ»,Бизнес,квартира,8.0,27.0,Без отделки,1.0,43.5,18.3,14.5,"Монолитно-кирпичный, монолитный","Подземная, гостевая",2025.0,17891550,411300.0
 ЦАО,Красные ворота,7.0,3,ГК Основа,«RED7»,Премиум,Апартаменты-студия,5.0,19.0,Чистовая,2.0,27.23,15.0,3.0,Монолитно-кирпичный,"Подземная, гостевая",2023.0,18900000,694087.4035989717
 ВАО,Бульвар Рокоссовского,3.0,3,,«SELF (Сэлф)»,,квартира,5.0,19.0,Без отделки,2.0,61.7,20.333629300776895,11.724697336561748,,,2024.0,19299827,312801.08589951374
 ЗАО,Багратионовская,8.0,3,ПИК,«Барклая 6»,Бизнес,квартира,30.0,32.0,Предчистовая,2.0,58.3,25.7,22.4,Монолитный,"Подземная, гостевая",2025.0,19737581,338551.9897084048
 СЗАО,Сходненская,3.0,3,ГК ФСК,«Sky Garden (Скай Гарден)»,Бизнес,квартира,27.0,30.0,Предчистовая,2.0,55.9,24.4,13.6,Монолитный,"Подземная, гостевая",2025.0,20051330,358700.0
 САО,Зорге,13.0,3,ГК ФСК,«Рихард»,Бизнес,квартира,2.0,27.0,Без отделки,2.0,46.4,27.1,9.1,Монолитный,"Подземная, гостевая",2022.0,20457725,440899.2456896552
 СВАО,Бабушкинская,5.0,3,ПИК,«Кольская 8»,Комфорт,квартира,7.0,24.0,Чистовая,3.0,82.4,42.0,19.2,"Панельный, монолитный","Подземная, гостевая",2025.0,20923264,253923.10679611648
